Brand,Model,Model_Type,Seats,Colors,Fuel_Type,Transmission,On_Road_Price,Location,Availability
Maruti Suzuki,Baleno,Hatchback,5,6,Petrol,Manual,811999,Hyderabad,Available
Maruti Suzuki,Ignis,Hatchback,5,6,Petrol,Manual,712000,Hyderabad,Available
Maruti Suzuki,Celerio,Hatchback,5,6,Petrol,Manual,722000,Hyderabad,Available
Tata,Punch EV,SUV,5,4,Electric,Automatic,1273000,Hyderabad,Available
Hyundai,i20,Hatchback,5,6,Petrol,Manual,944000,Hyderabad,Available
Mahindra,XUV 3XO,SUV,5,3,Petrol,Manual,972000,Hyderabad,Available
Maruti Suzuki,Alto K10,Hatchback,5,7,Petrol,Manual,641000,Hyderabad,Available
Toyota,Fortuner Legender,SUV,7,1,Diesel,Automatic,5488000,Hyderabad,Available
Tata,Curvv,SUV,5,4,Petrol,Manual,1390000,Hyderabad,Available
Maruti Suzuki,S-Presso,SUV,5,7,Petrol,Manual,677000,Hyderabad,Available
Hyundai,IONIQ 5,SUV,5,1,Electric,Automatic,4907000,Hyderabad,Available
Maruti Suzuki,Swift,Hatchback,5,6,Petrol,Manual,881000,Hyderabad,Available
Maruti Suzuki,Jimny,SUV,4,5,Petrol,Manual,1578000,Hyderabad,Available
Toyota,Fortuner,SUV,7,7,Petrol,Automatic,4454000,Hyderabad,Available
Maruti Suzuki,Wagon R,Hatchback,5,3,Petrol,Manual,697000,Hyderabad,Available
Hyundai,Creta N Line,SUV,5,6,Petrol,Automatic,2549000,Hyderabad,Available
Toyota,Urban Cruiser Taisor,SUV,5,4,Petrol,Manual,928999,Hyderabad,Available
Tata,Safari,SUV,6,4,Diesel,Manual,2710000,Hyderabad,Available
Mahindra,Thar,SUV,4,5,Diesel,Manual,1655000,Hyderabad,Available
Mahindra,Bolero Neo,SUV,7,5,Diesel,Manual,1208000,Hyderabad,Available
Kia,Carens Clavis EV,MPV/MUV,7,6,Electric,Automatic,1887000,Hyderabad,Available
Maruti Suzuki,Baleno,Hatchback,5,7,Petrol,Manual,816000,Hyderabad,Available
Skoda,Kodiaq,SUV,7,9,Petrol,Automatic,5895000,Hyderabad,Available
Skoda,Kylaq,SUV,5,4,Petrol,Manual,990000,Hyderabad,Available
Maruti Suzuki,Ertiga,MPV/MUV,7,7,Petrol,Manual,1099000,Hyderabad,Available
Kia,Carens Clavis,SUV,6,7,Petrol,Manual,1418000,Hyderabad,Available
Honda,Amaze,Sedan,5,6,Petrol,Manual,978999,Hyderabad,Available
Tata,Altroz,Hatchback,5,5,Petrol,Manual,827999,Hyderabad,Available
Volkswagen,Taigun,SUV,5,6,Petrol,Manual,1467000,Hyderabad,Available
Volkswagen,Virtus,Sedan,5,7,Petrol,Manual,1438000,Hyderabad,Available
Tata,Tiago,Hatchback,5,2,Petrol,Manual,601000,Hyderabad,Available
Tata,Harrier EV,SUV,5,4,Electric,Automatic,2939000,Hyderabad,Available
Kia,Syros,SUV,5,8,Petrol,Manual,1123000,Hyderabad,Available
Tata,Tiago EV,Hatchback,5,6,Electric,Automatic,1075000,Hyderabad,Available
Tata,Tiago NRG,Hatchback,5,4,Petrol,Manual,878999,Hyderabad,Available
Mahindra,BE 6,SUV,5,8,Electric,Automatic,2131000,Hyderabad,Available
Tata,Tigor,Sedan,5,2,CNG,Manual,934000,Hyderabad,Available
Mahindra,XEV 9e,SUV,5,7,Electric,Automatic,2460000,Hyderabad,Available
Hyundai,Alcazar,SUV,6,11,Petrol,Automatic,2648000,Hyderabad,Available
MG,Windsor EV,SUV,5,1,Electric,Automatic,1510000,Hyderabad,Available
Mahindra,Thar Roxx,SUV,5,3,Petrol,Manual,1637000,Hyderabad,Available
Nissan,Magnite,SUV,5,2,Petrol,Manual,749000,Hyderabad,Available
Maruti Suzuki,Dzire,Sedan,5,7,Petrol,Manual,1074000,Hyderabad,Available
Hyundai,Creta Electric,SUV,5,5,Electric,Automatic,1930000,Hyderabad,Available
Tata,Nexon,SUV,5,2,CNG,Manual,1042000,Mumbai,Available
Tata,Punch,SUV,5,2,Petrol,Manual,814000,Mumbai,Available
Hyundai,Creta,SUV,5,10,Petrol,Manual,1328000,Mumbai,Available
Hyundai,Venue,SUV,5,5,Petrol,Manual,1095000,Mumbai,Available
Mahindra,XUV700,SUV,7,5,Diesel,Manual,1841000,Mumbai,Available
Hyundai,Aura,Sedan,5,1,CNG,Manual,874000,Mumbai,Available
Mahindra,XUV 3XO,SUV,5,3,Petrol,Manual,948000,Mumbai,Available
Tata,Tiago,Hatchback,5,3,Petrol,Manual,695000,Mumbai,Available
Maruti Suzuki,Brezza,SUV,5,5,Petrol,Manual,1034000,Mumbai,Available
Maruti Suzuki,Baleno,Hatchback,5,6,Petrol,Manual,807000,Mumbai,Available
Maruti Suzuki,Swift,Hatchback,5,6,Petrol,Manual,857000,Mumbai,Available
Hyundai,Grand i10 Nios,Hatchback,5,7,Petrol,Manual,814000,Mumbai,Available
Maruti Suzuki,Wagon R,Hatchback,5,3,Petrol,Manual,694000,Mumbai,Available
Renault,Kiger,SUV,5,3,Petrol,Manual,733000,Mumbai,Available
Toyota,Glanza,Hatchback,5,5,CNG,Manual,990000,Mumbai,Available
Renault,Triber,MPV/MUV,7,9,Petrol,Automatic,1054000,Mumbai,Available
Maruti Suzuki,Celerio,Hatchback,5,6,Petrol,Manual,682000,Mumbai,Available
Maruti Suzuki,Dzire,Sedan,5,7,Petrol,Automatic,992000,Mumbai,Available
Renault,Kwid,Hatchback,5,5,Petrol,Automatic,663000,Mumbai,Available
Maruti Suzuki,XL6,SUV,6,6,Petrol,Manual,1426000,Mumbai,Available
Honda,Amaze,Sedan,5,6,Petrol,Manual,1110000,Mumbai,Available
Honda,City,Sedan,5,6,Petrol,Manual,1593000,Mumbai,Available
Hyundai,i20 N Line,Hatchback,5,7,Petrol,Automatic,1474000,Mumbai,Available
Maruti Suzuki,Ertiga,MPV/MUV,7,6,CNG,Manual,1312000,Mumbai,Available
Mahindra,Scorpio-N,SUV,7,3,Petrol,Manual,1689999,Mumbai,Available
Maruti Suzuki,Alto K10,Hatchback,5,7,Petrol,Automatic,689000,Mumbai,Available
Mahindra,Bolero,SUV,7,2,Diesel,Manual,1180000,Mumbai,Available
Tata,Nexon EV,SUV,5,4,Electric,Automatic,1486000,Mumbai,Available
Hyundai,Venue N-Line,SUV,5,5,Petrol,Automatic,1643000,Mumbai,Available
Maruti Suzuki,Grand Vitara,SUV,5,1,Petrol,Manual,1375000,Mumbai,Available
Toyota,Urban Cruiser Hyryder,SUV,5,7,Petrol,Manual,1359000,Mumbai,Available
Hyundai,Tucson,SUV,5,5,Petrol,Automatic,3511000,Mumbai,Available
MG,Gloster,SUV,6,4,Diesel,Automatic,5026000,Mumbai,Available
MG,Astor,SUV,5,2,Petrol,Manual,1379000,Mumbai,Available
Maruti Suzuki,Eeco,Minivan/Van,5,5,Petrol,Manual,707000,Mumbai,Available
Volkswagen,Taigun,SUV,5,6,Petrol,Manual,1409000,Mumbai,Available
Kia,Carens,SUV,7,7,Petrol,Manual,1387000,Mumbai,Available
Toyota,Rumion,SUV,7,5,CNG,Manual,1321000,Mumbai,Available
Kia,Seltos,SUV,5,7,Petrol,Manual,1359000,Mumbai,Available
Hyundai,Exter,SUV,5,1,Petrol,Manual,741000,Mumbai,Available
Maruti Suzuki,Fronx,SUV,5,6,Petrol,Manual,900000,Mumbai,Available
Maruti Suzuki,Invicto,SUV,7,4,Petrol,Automatic,3022000,Mumbai,Available
Kia,Sonet,SUV,5,7,Petrol,Manual,1022000,Mumbai,Available
MG,Comet EV,Hatchback,4,5,Electric,Automatic,1044000,Mumbai,Available
Toyota,Innova Hycross,SUV,7,7,Petrol,Automatic,2305000,Mumbai,Available
Hyundai,Verna,Sedan,5,7,Petrol,Manual,1568000,Mumbai,Available
Tata,Harrier,SUV,5,2,Diesel,Manual,1818000,Mumbai,Available
Mahindra,Scorpio Classic,SUV,7,3,Diesel,Manual,1693000,Mumbai,Available
Mahindra,XUV400,SUV,5,10,Electric,Automatic,1893000,Mumbai,Available
MG,Hector,SUV,5,7,Petrol,Automatic,2688000,Mumbai,Available
MG,Hector Plus,SUV,7,7,Petrol,Automatic,2784000,Mumbai,Available
MG,ZS EV,SUV,5,3,Electric,Automatic,1951000,Mumbai,Available
Volkswagen,Virtus,Sedan,5,6,Petrol,Automatic,1788000,Mumbai,Available
Toyota,Innova Crysta,SUV,8,5,Diesel,Manual,2423000,Mumbai,Available
Skoda,Slavia,Sedan,5,4,Petrol,Automatic,1753000,Mumbai,Available
Skoda,Kushaq,SUV,5,6,Petrol,Automatic,1625000,Mumbai,Available
Honda,Elevate,SUV,5,7,Petrol,Automatic,1836000,Mumbai,Available
Maruti Suzuki,S-Presso,SUV,4,6,Petrol,Manual,592000,Mumbai,Available
Hyundai,Creta N Line,SUV,5,7,Petrol,Manual,2334000,Mumbai,Available
Maruti Suzuki,Ignis,Hatchback,5,10,Petrol,Manual,818000,Mumbai,Available
Maruti Suzuki,Jimny,SUV,4,5,Petrol,Manual,1500000,Mumbai,Available
Tata,Punch EV,SUV,5,1,Electric,Automatic,1046000,Mumbai,Available
Toyota,Urban Cruiser Taisor,SUV,5,5,Petrol,Manual,1017000,Mumbai,Available
Hyundai,i20,Hatchback,5,5,Petrol,Manual,891000,Mumbai,Available
Tata,Curvv EV,SUV,5,3,Electric,Automatic,1855999,Mumbai,Available
Mahindra,Thar Roxx,SUV,5,7,Petrol,Manual,2013000,Mumbai,Available
Mahindra,Bolero Neo,SUV,7,5,Diesel,Manual,1198000,Mumbai,Available
Hyundai,IONIQ 5,SUV,5,3,Electric,Automatic,5234000,Mumbai,Available
Tata,Curvv,SUV,5,4,Petrol,Manual,1356000,Mumbai,Available
Tata,Safari,SUV,7,2,Diesel,Manual,2338000,Mumbai,Available
Toyota,Fortuner Legender,SUV,7,1,Diesel,Automatic,5326000,Mumbai,Available
Hyundai,Alcazar,SUV,7,9,Diesel,Automatic,2328000,Mumbai,Available
Skoda,Kylaq,SUV,5,4,Petrol,Manual,975000,Mumbai,Available
MG,Windsor EV,SUV,5,1,Electric,Automatic,1539000,Mumbai,Available
Toyota,Fortuner,SUV,7,7,Petrol,Automatic,4242000,Mumbai,Available
Mahindra,Thar,SUV,4,5,Diesel,Manual,1620000,Mumbai,Available
Tata,Tiago EV,Hatchback,5,1,Electric,Automatic,846000,Mumbai,Available
Tata,Tiago NRG,Hatchback,5,4,CNG,Manual,958000,Mumbai,Available
Mahindra,XEV 9e,SUV,5,7,Electric,Automatic,3062000,Mumbai,Available
Hyundai,Creta Electric,SUV,5,11,Electric,Automatic,2144000,Mumbai,Available
Mahindra,BE 6,SUV,5,8,Electric,Automatic,2702000,Mumbai,Available
Tata,Tigor,Sedan,5,2,Petrol,Manual,719000,Mumbai,Available
Kia,Syros,SUV,5,8,Petrol,Manual,1101000,Mumbai,Available
Maruti Suzuki,Baleno,Hatchback,5,7,Petrol,Manual,794000,Mumbai,Available
Tata,Altroz,Hatchback,5,5,CNG,Manual,898000,Mumbai,Available
Kia,Carens Clavis,SUV,6,7,Petrol,Manual,1479000,Mumbai,Available
Renault,Triber,MPV/MUV,7,3,Petrol,Manual,744000,Mumbai,Available
Skoda,Kodiaq,SUV,7,9,Petrol,Automatic,5626000,Mumbai,Available
Maruti Suzuki,Ertiga,MPV/MUV,7,7,CNG,Manual,1284000,Mumbai,Available
Tata,Harrier EV,SUV,5,2,Electric,Automatic,2272000,Mumbai,Available
Hyundai,Creta,SUV,5,11,Petrol,Manual,1315000,Noida,Available
Hyundai,Venue,SUV,5,4,Petrol,Manual,923000,Noida,Available
Kia,Sonet,SUV,5,7,Petrol,Manual,985000,Noida,Available
Kia,Syros,SUV,5,8,Petrol,Manual,1074000,Noida,Available
Maruti Suzuki,Baleno,Hatchback,5,6,Petrol,Manual,777000,Noida,Available
Maruti Suzuki,Brezza,SUV,5,5,Petrol,Manual,989000,Noida,Available
Maruti Suzuki,Grand Vitara,SUV,5,1,Petrol,Manual,1325000,Noida,Available
Mahindra,XUV700,SUV,7,5,Petrol,Manual,1794000,Noida,Available
Mahindra,Scorpio-N,SUV,7,3,Petrol,Manual,1701000,Noida,Available
Tata,Punch,SUV,5,2,Petrol,Manual,694000,Noida,Available
Tata,Nexon,SUV,5,4,Petrol,Manual,1019999,Noida,Available
Hyundai,Grand i10 Nios,Hatchback,5,3,Petrol,Manual,701000,Noida,Available
Hyundai,Aura,Sedan,5,1,CNG,Manual,877999,Noida,Available
Maruti Suzuki,Wagon R,Hatchback,5,3,Petrol,Manual,657000,Noida,Available
Maruti Suzuki,Swift,Hatchback,5,4,Petrol,Manual,749000,Noida,Available
Maruti Suzuki,Celerio,Hatchback,5,6,Petrol,Manual,622000,Noida,Available
Renault,Triber,MPV/MUV,7,2,Petrol,Manual,712000,Noida,Available
Renault,Kwid,Hatchback,5,5,Petrol,Manual,594000,Noida,Available
Renault,Kiger,SUV,5,5,Petrol,Manual,710000,Noida,Available
Toyota,Glanza,Hatchback,5,5,Petrol,Manual,1127000,Noida,Available
Hyundai,i20 N Line,Hatchback,5,7,Petrol,Manual,1338000,Noida,Available
Honda,City,Sedan,5,6,Petrol,Automatic,1671000,Noida,Available
Maruti Suzuki,Alto K10,Hatchback,5,6,Petrol,Manual,573000,Noida,Available
Hyundai,Venue N-Line,SUV,5,5,Petrol,Manual,1435000,Noida,Available
Hyundai,Tucson,SUV,5,5,Petrol,Automatic,3424000,Noida,Available
Maruti Suzuki,Eeco,Minivan/Van,5,5,Petrol,Manual,690000,Noida,Available
Maruti Suzuki,Invicto,SUV,7,4,Petrol,Automatic,2952000,Noida,Available
Hyundai,Verna,Sedan,5,7,Petrol,Automatic,1913000,Noida,Available
Tata,Harrier,SUV,5,2,Diesel,Manual,2211000,Noida,Available
Hyundai,Exter,SUV,5,1,Petrol,Manual,703000,Noida,Available
Toyota,Rumion,SUV,7,5,Petrol,Automatic,1421000,Noida,Available
Toyota,Innova Crysta,SUV,8,5,Diesel,Manual,2344000,Noida,Available
Kia,Seltos,SUV,5,7,Petrol,Manual,1332000,Noida,Available
Honda,Elevate,SUV,5,7,Petrol,Manual,1463000,Noida,Available
Kia,Carens,SUV,7,7,Petrol,Manual,1350000,Noida,Available
Toyota,Urban Cruiser Hyryder,SUV,5,11,Petrol,Automatic,2007999,Noida,Available
Skoda,Slavia,Sedan,5,4,Petrol,Manual,1593000,Noida,Available
Skoda,Kushaq,SUV,5,10,Petrol,Manual,1755999,Noida,Available
Maruti Suzuki,Fronx,SUV,5,6,Petrol,Manual,863000,Noida,Available
Mahindra,Scorpio Classic,SUV,7,3,Diesel,Manual,1670000,Noida,Available
Mahindra,Thar Roxx,SUV,5,3,Petrol,Automatic,1905999,Noida,Available
Maruti Suzuki,Jimny,SUV,4,5,Petrol,Manual,1484000,Noida,Available
MG,Gloster,SUV,6,1,Diesel,Automatic,5007000,Noida,Available
Honda,Amaze,Sedan,5,6,Petrol,Manual,936000,Noida,Available
Tata,Tigor,Sedan,5,2,Petrol,Manual,695000,Noida,Available
Mahindra,Thar,SUV,4,3,Diesel,Manual,1412000,Noida,Available
Toyota,Fortuner,SUV,7,8,Diesel,Manual,4306000,Noida,Available
Volkswagen,Virtus,Sedan,5,7,Petrol,Manual,1349000,Noida,Available
Maruti Suzuki,XL6,SUV,6,6,Petrol,Manual,1371000,Noida,Available
Hyundai,i20,Hatchback,5,5,Petrol,Manual,874000,Noida,Available
Volkswagen,Taigun,SUV,5,6,Petrol,Manual,1376000,Noida,Available
Skoda,Kylaq,SUV,5,4,Petrol,Manual,961999,Noida,Available
Mahindra,Bolero,SUV,7,1,Diesel,Manual,1175000,Noida,Available
Hyundai,Alcazar,SUV,7,8,Petrol,Manual,1764999,Noida,Available
Hyundai,IONIQ 5,SUV,5,3,Electric,Automatic,5231000,Noida,Available
Toyota,Fortuner Legender,SUV,7,1,Diesel,Automatic,5254000,Noida,Available
Mahindra,Bolero Neo,SUV,7,5,Diesel,Manual,1174000,Noida,Available
Maruti Suzuki,S-Presso,SUV,4,6,Petrol,Manual,571000,Noida,Available
Tata,Tiago,Hatchback,5,2,Petrol,Manual,583000,Noida,Available
Maruti Suzuki,Dzire,Sedan,5,6,Petrol,Manual,787000,Noida,Available
Maruti Suzuki,Ignis,Hatchback,5,6,Petrol,Manual,676000,Noida,Available
MG,Astor,SUV,5,1,Petrol,Manual,1780000,Noida,Available
Hyundai,Creta N Line,SUV,5,6,Petrol,Automatic,2165000,Noida,Available
Hyundai,Creta Electric,SUV,5,5,Electric,Automatic,2019000,Noida,Available
Nissan,Magnite,SUV,5,2,Petrol,Manual,719000,Noida,Available
Tata,Safari,SUV,7,2,Diesel,Manual,1825000,Noida,Available
Tata,Curvv,SUV,5,4,Petrol,Manual,1321000,Noida,Available
Mahindra,XUV 3XO,SUV,5,7,Petrol,Manual,1046000,Noida,Available
Tata,Tiago NRG,Hatchback,5,4,Petrol,Manual,843000,Noida,Available
Maruti Suzuki,Ertiga,MPV/MUV,7,6,Petrol,Manual,1174000,Noida,Available
MG,Hector Plus,SUV,7,4,Petrol,Automatic,2385000,Noida,Available
Toyota,Urban Cruiser Taisor,SUV,5,4,Petrol,Manual,889000,Noida,Available
Volkswagen,Tiguan R-Line,SUV,5,6,Petrol,Automatic,5677000,Noida,Available
Maruti Suzuki,Baleno,Hatchback,5,7,Petrol,Manual,783000,Noida,Available
Maruti Suzuki,Ertiga,MPV/MUV,7,7,Petrol,Manual,1031000,Noida,Available
Tata,Altroz,Hatchback,5,5,Petrol,Manual,794000,Noida,Available
Citroen,Aircross,SUV,5,2,Petrol,Manual,983000,Noida,Available
Citroen,Basalt,SUV,5,2,Petrol,Manual,952000,Noida,Available
Kia,Carens Clavis,SUV,6,7,Petrol,Manual,1339000,Noida,Available
Citroen,C3,SUV,5,4,Petrol,Manual,719000,Noida,Available
Skoda,Kodiaq,SUV,7,9,Petrol,Automatic,5500000,Noida,Available
Tata,Nexon,SUV,5,2,Petrol,Manual,946000,Pune,Available
Tata,Punch,SUV,5,2,Petrol,Manual,748000,Pune,Available
Hyundai,Creta,SUV,5,10,Petrol,Manual,1337000,Pune,Available
Hyundai,Venue,SUV,5,4,Petrol,Manual,948000,Pune,Available
Hyundai,i20,Hatchback,5,8,Petrol,Manual,1002000,Pune,Available
Hyundai,Aura,Sedan,5,1,CNG,Manual,880000,Pune,Available
Honda,Amaze,Sedan,5,6,Petrol,Manual,961999,Pune,Available
Tata,Tiago,Hatchback,5,3,Petrol,Manual,705000,Pune,Available
Maruti Suzuki,Brezza,SUV,5,5,Petrol,Manual,1034000,Pune,Available
Maruti Suzuki,Baleno,Hatchback,5,6,Petrol,Manual,811000,Pune,Available
Tata,Curvv EV,SUV,5,4,Electric,Automatic,2141000,Pune,Available
Hyundai,Grand i10 Nios,Hatchback,5,7,Petrol,Manual,819999,Pune,Available
Honda,City,Sedan,5,6,Petrol,Manual,1566000,Pune,Available
Maruti Suzuki,Ertiga,MPV/MUV,7,6,Petrol,Manual,1085000,Pune,Available
Renault,Kiger,SUV,5,8,Petrol,Manual,1170000,Pune,Available
Renault,Kwid,Hatchback,5,5,Petrol,Manual,604000,Pune,Available
Hyundai,i20 N Line,Hatchback,5,7,Petrol,Manual,1178000,Pune,Available
Renault,Triber,MPV/MUV,7,5,Petrol,Automatic,957000,Pune,Available
Tata,Nexon EV,SUV,5,4,Electric,Automatic,1509000,Pune,Available
Maruti Suzuki,Grand Vitara,SUV,5,1,Petrol,Manual,1375000,Pune,Available
Hyundai,Venue N-Line,SUV,5,5,Petrol,Manual,1460000,Pune,Available
Hyundai,Tucson,SUV,5,5,Petrol,Automatic,3526000,Pune,Available
Maruti Suzuki,XL6,SUV,6,6,Petrol,Manual,1426000,Pune,Available
Maruti Suzuki,Eeco,Minivan/Van,5,5,Petrol,Manual,720000,Pune,Available
Maruti Suzuki,Wagon R,Hatchback,5,3,Petrol,Manual,694000,Pune,Available
Skoda,Slavia,Sedan,5,4,Petrol,Manual,1263000,Pune,Available
Skoda,Kushaq,SUV,5,6,Petrol,Automatic,1626000,Pune,Available
Honda,Elevate,SUV,5,7,Petrol,Automatic,1822000,Pune,Available
Hyundai,Exter,SUV,5,1,CNG,Manual,876000,Pune,Available
Maruti Suzuki,Fronx,SUV,5,6,Petrol,Manual,900000,Pune,Available
Maruti Suzuki,Invicto,SUV,7,4,Petrol,Automatic,3085000,Pune,Available
Hyundai,Verna,Sedan,5,10,Petrol,Automatic,2099000,Pune,Available
Tata,Harrier,SUV,5,2,Diesel,Manual,1932999,Pune,Available
MG,Astor,SUV,5,2,Petrol,Manual,1355000,Pune,Available
Tata,Punch EV,SUV,5,4,Electric,Automatic,1286000,Pune,Available
Tata,Safari,SUV,6,2,Diesel,Manual,2185000,Pune,Available
Maruti Suzuki,Alto K10,Hatchback,5,7,Petrol,Manual,644000,Pune,Available
Tata,Curvv,SUV,5,4,Petrol,Automatic,1617000,Pune,Available
Maruti Suzuki,Ignis,Hatchback,5,6,Petrol,Manual,767000,Pune,Available
MG,Hector,SUV,5,4,Petrol,Automatic,2339000,Pune,Available
Maruti Suzuki,Celerio,Hatchback,5,6,Petrol,Manual,724000,Pune,Available
Hyundai,IONIQ 5,SUV,5,3,Electric,Automatic,5214000,Pune,Available
MG,ZS EV,SUV,5,3,Electric,Automatic,1922000,Pune,Available
Maruti Suzuki,S-Presso,SUV,4,7,Petrol,Automatic,724000,Pune,Available
MG,Hector Plus,SUV,7,7,Petrol,Manual,2601000,Pune,Available
Maruti Suzuki,Swift,Hatchback,5,4,Petrol,Manual,780000,Pune,Available
MG,Comet EV,Hatchback,4,3,Electric,Automatic,950000,Pune,Available
Maruti Suzuki,Jimny,SUV,4,5,Petrol,Manual,1531000,Pune,Available
MG,Gloster,SUV,6,4,Diesel,Automatic,4965000,Pune,Available
Hyundai,Creta N Line,SUV,5,6,Petrol,Manual,2023999,Pune,Available
Mahindra,XUV400,SUV,5,10,Electric,Automatic,1752000,Pune,Available
Mahindra,XUV 3XO,SUV,5,3,Petrol,Manual,931000,Pune,Available
Hyundai,Alcazar,SUV,7,10,Petrol,Automatic,2612000,Pune,Available
Tata,Tiago EV,Hatchback,5,6,Electric,Automatic,958000,Pune,Available
Tata,Tiago NRG,Hatchback,5,4,Petrol,Manual,864000,Pune,Available
Mahindra,Bolero,SUV,7,2,Diesel,Manual,1160000,Pune,Available
Mahindra,XEV 9e,SUV,5,7,Electric,Automatic,2441000,Pune,Available
Skoda,Kylaq,SUV,5,4,Petrol,Manual,976000,Pune,Available
Mahindra,Thar Roxx,SUV,5,3,Petrol,Manual,1547000,Pune,Available
Kia,Carens,SUV,7,7,Petrol,Manual,1346000,Pune,Available
Mahindra,BE 6,SUV,5,8,Electric,Automatic,2123000,Pune,Available
MG,Windsor EV,SUV,5,1,Electric,Automatic,1506000,Pune,Available
Mahindra,Scorpio Classic,SUV,7,3,Diesel,Manual,1664000,Pune,Available
Mahindra,XUV700,SUV,7,5,Diesel,Manual,1810000,Pune,Available
Kia,Seltos,SUV,5,7,Petrol,Manual,1323000,Pune,Available
Maruti Suzuki,Dzire,Sedan,5,7,Petrol,Automatic,992000,Pune,Available
Mahindra,Thar,SUV,4,3,Diesel,Manual,1397000,Pune,Available
Mahindra,Scorpio-N,SUV,7,5,Diesel,Manual,2077000,Pune,Available
Kia,Sonet,SUV,5,7,Petrol,Manual,934000,Pune,Available
Tata,Tigor,Sedan,5,2,Petrol,Manual,719000,Pune,Available
Kia,Syros,SUV,5,8,Petrol,Manual,1098000,Pune,Available
Hyundai,Creta Electric,SUV,5,8,Electric,Automatic,2241000,Pune,Available
Maruti Suzuki,Baleno,Hatchback,5,7,Petrol,Manual,810000,Pune,Available
Skoda,Kodiaq,SUV,7,9,Petrol,Automatic,5617000,Pune,Available
Tata,Altroz,Hatchback,5,5,CNG,Manual,911999,Pune,Available
Maruti Suzuki,Ertiga,MPV/MUV,7,7,Petrol,Manual,1084000,Pune,Available
Kia,Carens Clavis,SUV,6,7,Petrol,Manual,1357000,Pune,Available
Tata,Harrier EV,SUV,5,4,Electric,Automatic,2923000,Pune,Available
